DOI,DID,yyyy,mm,dd,hh,min,timezone,xyear,LatDir,NSflag,LatD,LatM,LatS,LatDecimal,LongDir,EWflag,LongD,LongM,LongS,LongDecimal,altdepflag,altdep,Unit_altdep,sample type,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,sample_type2,name_river,river_code_MLT,Correction_Periods,Unit_Periods,Weight,Unit_Weight,SSA,Unit_SSA,Median_D50,Unit_Median,Site_Number
10.34355/CRiED.U.Tsukuba.00020,580,2013,6,19,12,0,JST,2013.465982,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"1,279 ",27 ,Bq kg-1,134Cs,=,584 ,33 ,Bq kg-1,river,Abukuma,W8202010001,30,Day,0.259 ,g,0.2388 ,m2 g-1,26.5 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,581,2013,7,26,12,0,JST,2013.568493,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"5,431 ",83 ,Bq kg-1,134Cs,=,"2,551 ",68 ,Bq kg-1,river,Abukuma,W8202010001,37,Day,22.844 ,g,0.2966 ,m2 g-1,24.1 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,582,2013,8,10,12,0,JST,2013.607991,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"4,834 ",112 ,Bq kg-1,134Cs,=,"2,408 ",94 ,Bq kg-1,river,Abukuma,W8202010001,15,Day,31.093 ,g,0.2742 ,m2 g-1,27.9 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,583,2013,8,24,12,0,JST,2013.646347,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"4,268 ",107 ,Bq kg-1,134Cs,=,"1,826 ",84 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,4.958 ,g,0.3162 ,m2 g-1,21.5 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,584,2013,9,11,12,0,JST,2013.694064,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"3,030 ",93 ,Bq kg-1,134Cs,=,"1,433 ",78 ,Bq kg-1,river,Abukuma,W8202010001,18,Day,24.959 ,g,0.2936 ,m2 g-1,25.4 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,585,2013,9,25,12,0,JST,2013.73242,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"1,707 ",60 ,Bq kg-1,134Cs,=,708 ,47 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,62.468 ,g,0.2280 ,m2 g-1,33.8 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,586,2013,11,19,12,0,JST,2013.882648,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"2,261 ",60 ,Bq kg-1,134Cs,=,942 ,47 ,Bq kg-1,river,Abukuma,W8202010001,55,Day,9.254 ,g,0.2702 ,m2 g-1,24.5 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,587,2013,12,24,12,0,JST,2013.97968,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"3,056 ",70 ,Bq kg-1,134Cs,=,"1,393 ",58 ,Bq kg-1,river,Abukuma,W8202010001,35,Day,1.751 ,g,0.2273 ,m2 g-1,22.2 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,588,2014,1,16,12,0,JST,2014.041096,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"2,592 ",72 ,Bq kg-1,134Cs,=,988 ,63 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.098 ,g,0.2980 ,m2 g-1,22.4 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,589,2014,2,25,12,0,JST,2014.149087,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"1,857 ",46 ,Bq kg-1,134Cs,=,731 ,42 ,Bq kg-1,river,Abukuma,W8202010001,40,Day,0.161 ,g,0.3824 ,m2 g-1,30.9 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,590,2014,8,4,12,0,JST,2014.591553,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"3,028 ",89 ,Bq kg-1,134Cs,=,994 ,63 ,Bq kg-1,river,Abukuma,W8202010001,160,Day,16.458 ,g,0.2591 ,m2 g-1,25.8 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,591,2014,9,11,12,0,JST,2014.694064,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"2,895 ",84 ,Bq kg-1,134Cs,=,858 ,56 ,Bq kg-1,river,Abukuma,W8202010001,38,Day,28.779 ,g,0.3727 ,m2 g-1,15.2 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,592,2014,10,20,12,0,JST,2014.802055,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,624 ,20 ,Bq kg-1,134Cs,=,220 ,15 ,Bq kg-1,river,Abukuma,W8202010001,39,Day,100.343 ,g,0.2077 ,m2 g-1,29.2 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,593,2014,12,3,12,0,JST,2014.922146,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"2,226 ",53 ,Bq kg-1,134Cs,=,698 ,36 ,Bq kg-1,river,Abukuma,W8202010001,44,Day,3.192 ,g,0.2804 ,m2 g-1,22.5 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,594,2015,1,13,12,0,JST,2015.032877,N,1,37,43,38,37.72722222,E,1,140,28,23,140.4730556,1,64.8,m,Suspended Matter,137Cs,=,"1,788 ",55 ,Bq kg-1,134Cs,=,407 ,34 ,Bq kg-1,river,Abukuma,W8202010001,41,Day,0.208 ,g,0.4085 ,m2 g-1,21.3 ,É m,21
10.34355/CRiED.U.Tsukuba.00020,595,2012,12,18,12,0,JST,2012.963242,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"20,976 ",476 ,Bq kg-1,134Cs,=,"10,504 ",422 ,Bq kg-1,river,Ouse,W8202010171,11,Day,0.344 ,g,0.3245 ,m2 g-1,41.2 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,596,2013,1,10,12,0,JST,2013.024658,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"16,839 ",383 ,Bq kg-1,134Cs,=,"8,294 ",341 ,Bq kg-1,river,Ouse,W8202010171,23,Day,0.434 ,g,0.2806 ,m2 g-1,37.8 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,597,2013,1,22,12,0,JST,2013.057534,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"4,780 ",722 ,Bq kg-1,134Cs,=,"4,950 ",164 ,Bq kg-1,river,Ouse,W8202010171,12,Day,0.038 ,g,0.3047 ,m2 g-1,36.5 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,598,2013,2,26,12,0,JST,2013.151826,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"51,744 ",505 ,Bq kg-1,134Cs,=,"27,250 ",466 ,Bq kg-1,river,Ouse,W8202010171,35,Day,0.645 ,g,0.6268 ,m2 g-1,22.8 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,599,2013,4,17,12,0,JST,2013.293836,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"10,368 ",234 ,Bq kg-1,134Cs,=,"5,478 ",203 ,Bq kg-1,river,Ouse,W8202010171,50,Day,0.827 ,g,0.2413 ,m2 g-1,25.1 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,600,2013,5,20,12,0,JST,2013.385388,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"4,538 ",98 ,Bq kg-1,134Cs,=,"2,331 ",91 ,Bq kg-1,river,Ouse,W8202010171,33,Day,0.538 ,g,0.3128 ,m2 g-1,19.5 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,601,2013,6,17,12,0,JST,2013.460502,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"14,077 ",697 ,Bq kg-1,134Cs,=,"6,631 ",581 ,Bq kg-1,river,Ouse,W8202010171,28,Day,1.669 ,g,0.3558 ,m2 g-1,19.1 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,602,2013,7,25,12,0,JST,2013.565753,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"13,791 ",90 ,Bq kg-1,134Cs,=,"6,367 ",79 ,Bq kg-1,river,Ouse,W8202010171,38,Day,14.049 ,g,0.3438 ,m2 g-1,21.5 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,603,2013,8,8,12,0,JST,2013.602511,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"4,816 ",154 ,Bq kg-1,134Cs,=,"2,270 ",126 ,Bq kg-1,river,Ouse,W8202010171,14,Day,17.931 ,g,0.4309 ,m2 g-1,17.8 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,604,2013,8,22,12,0,JST,2013.640868,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"7,513 ",205 ,Bq kg-1,134Cs,=,"3,139 ",158 ,Bq kg-1,river,Ouse,W8202010171,14,Day,6.522 ,g,0.4127 ,m2 g-1,18.2 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,605,2013,9,12,12,0,JST,2013.696804,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"7,752 ",148 ,Bq kg-1,134Cs,=,"3,550 ",122 ,Bq kg-1,river,Ouse,W8202010171,21,Day,21.018 ,g,0.3647 ,m2 g-1,22.9 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,606,2013,9,26,12,0,JST,2013.73516,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"4,600 ",89 ,Bq kg-1,134Cs,=,"1,968 ",71 ,Bq kg-1,river,Ouse,W8202010171,14,Day,27.915 ,g,0.3943 ,m2 g-1,17.1 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,607,2013,10,30,12,0,JST,2013.829452,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"8,418 ",200 ,Bq kg-1,134Cs,=,"3,446 ",151 ,Bq kg-1,river,Ouse,W8202010171,34,Day,2.826 ,g,0.3557 ,m2 g-1,20.3 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,608,2013,11,20,12,0,JST,2013.885388,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"15,258 ",542 ,Bq kg-1,134Cs,=,"6,287 ",443 ,Bq kg-1,river,Ouse,W8202010171,21,Day,0.246 ,g,0.1883 ,m2 g-1,31.8 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,609,2013,12,24,12,0,JST,2013.97968,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"16,975 ",345 ,Bq kg-1,134Cs,=,"6,970 ",274 ,Bq kg-1,river,Ouse,W8202010171,34,Day,0.979 ,g,0.2560 ,m2 g-1,26.3 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,610,2014,1,16,12,0,JST,2014.041096,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"15,516 ",501 ,Bq kg-1,134Cs,=,"5,984 ",404 ,Bq kg-1,river,Ouse,W8202010171,23,Day,0.170 ,g,0.3194 ,m2 g-1,31.0 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,611,2014,2,25,12,0,JST,2014.149087,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"1,630 ",79 ,Bq kg-1,134Cs,=,658 ,79 ,Bq kg-1,river,Ouse,W8202010171,40,Day,0.058 ,g,0.2174 ,m2 g-1,41.1 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,612,2014,8,6,12,0,JST,2014.597032,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"3,887 ",97 ,Bq kg-1,134Cs,=,"1,212 ",65 ,Bq kg-1,river,Ouse,W8202010171,162,Day,35.959 ,g,0.2511 ,m2 g-1,26.9 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,613,2014,9,9,12,0,JST,2014.688584,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"6,222 ",123 ,Bq kg-1,134Cs,=,"2,100 ",84 ,Bq kg-1,river,Ouse,W8202010171,34,Day,22.893 ,g,0.2840 ,m2 g-1,23.3 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,614,2014,10,22,12,0,JST,2014.807534,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"3,998 ",83 ,Bq kg-1,134Cs,=,"1,271 ",58 ,Bq kg-1,river,Ouse,W8202010171,43,Day,24.950 ,g,0.2824 ,m2 g-1,21.4 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,615,2014,12,5,12,0,JST,2014.927626,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"9,148 ",223 ,Bq kg-1,134Cs,=,"3,102 ",156 ,Bq kg-1,river,Ouse,W8202010171,44,Day,5.068 ,g,0.3115 ,m2 g-1,21.6 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,616,2015,1,14,12,0,JST,2015.035616,N,1,37,24,54,37.415,E,1,140,21,41,140.3613889,1,231,m,Suspended Matter,137Cs,=,"3,296 ",110 ,Bq kg-1,134Cs,=,"1,015 ",71 ,Bq kg-1,river,Ouse,W8202010171,40,Day,3.570 ,g,0.3420 ,m2 g-1,17.5 ,É m,22
10.34355/CRiED.U.Tsukuba.00020,617,2012,12,6,12,0,JST,2012.930365,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"51,338 ","1,315 ",Bq kg-1,134Cs,=,"29,477 ","1,603 ",Bq kg-1,river,Ota,W0700110001,45,Day,0.002 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,618,2012,12,18,12,0,JST,2012.963242,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,<,"7,495 ",,Bq kg-1,134Cs,<,"7,540 ",,Bq kg-1,river,Ota,W0700110001,12,Day,0.001 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,619,2013,1,10,12,0,JST,2013.024658,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"38,756 ","1,094 ",Bq kg-1,134Cs,=,"21,136 ","1,119 ",Bq kg-1,river,Ota,W0700110001,23,Day,0.005 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,620,2013,1,22,12,0,JST,2013.057534,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"66,982 ","2,836 ",Bq kg-1,134Cs,=,"39,798 ","3,423 ",Bq kg-1,river,Ota,W0700110001,12,Day,0.001 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,621,2013,2,26,12,0,JST,2013.151826,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,<,"7,495 ",,Bq kg-1,134Cs,<,"7,540 ",,Bq kg-1,river,Ota,W0700110001,35,Day,0.002 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,622,2013,4,18,12,0,JST,2013.296575,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"37,552 ","1,929 ",Bq kg-1,134Cs,=,"18,387 ","2,000 ",Bq kg-1,river,Ota,W0700110001,51,Day,0.007 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,623,2013,5,21,12,0,JST,2013.388128,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"15,328 ",289 ,Bq kg-1,134Cs,=,"7,724 ",270 ,Bq kg-1,river,Ota,W0700110001,33,Day,0.136 ,g,N/A,m2 g-1,N/A,É m,23
10.34355/CRiED.U.Tsukuba.00020,624,2013,6,18,12,0,JST,2013.463242,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"28,311 ",75 ,Bq kg-1,134Cs,=,"13,566 ",68 ,Bq kg-1,river,Ota,W0700110001,28,Day,0.192 ,g,0.1731 ,m2 g-1,31.1 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,625,2013,7,25,12,0,JST,2013.565753,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"53,381 ",699 ,Bq kg-1,134Cs,=,"24,300 ",570 ,Bq kg-1,river,Ota,W0700110001,37,Day,1.307 ,g,0.3161 ,m2 g-1,23.9 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,626,2013,8,8,12,0,JST,2013.602511,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"52,897 ",630 ,Bq kg-1,134Cs,=,"23,486 ",530 ,Bq kg-1,river,Ota,W0700110001,14,Day,1.325 ,g,0.3070 ,m2 g-1,26.5 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,627,2013,8,22,12,0,JST,2013.640868,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"90,587 ","2,090 ",Bq kg-1,134Cs,=,"40,101 ","1,718 ",Bq kg-1,river,Ota,W0700110001,14,Day,0.225 ,g,0.3137 ,m2 g-1,24.7 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,628,2013,9,11,12,0,JST,2013.694064,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"10,344 ",230 ,Bq kg-1,134Cs,=,"4,184 ",188 ,Bq kg-1,river,Ota,W0700110001,20,Day,0.391 ,g,0.2967 ,m2 g-1,27.7 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,629,2013,9,26,12,0,JST,2013.73516,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"49,149 ","1,508 ",Bq kg-1,134Cs,=,"20,626 ","1,181 ",Bq kg-1,river,Ota,W0700110001,15,Day,2.276 ,g,0.3425 ,m2 g-1,23.4 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,630,2013,10,30,12,0,JST,2013.829452,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"35,750 ",345 ,Bq kg-1,134Cs,=,"15,532 ",276 ,Bq kg-1,river,Ota,W0700110001,34,Day,4.951 ,g,0.2928 ,m2 g-1,26.5 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,631,2013,11,20,12,0,JST,2013.885388,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"37,578 ",850 ,Bq kg-1,134Cs,=,"16,542 ",705 ,Bq kg-1,river,Ota,W0700110001,21,Day,0.273 ,g,0.1897 ,m2 g-1,37.6 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,632,2013,12,23,12,0,JST,2013.976941,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"29,639 ",724 ,Bq kg-1,134Cs,=,"11,476 ",599 ,Bq kg-1,river,Ota,W0700110001,33,Day,0.118 ,g,0.2055 ,m2 g-1,32.2 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,633,2014,1,17,12,0,JST,2014.043836,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"54,765 ",483 ,Bq kg-1,134Cs,=,"21,986 ",451 ,Bq kg-1,river,Ota,W0700110001,25,Day,0.039 ,g,0.2504 ,m2 g-1,31.6 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,634,2014,2,26,12,0,JST,2014.151826,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"25,089 ",177 ,Bq kg-1,134Cs,=,"9,387 ",151 ,Bq kg-1,river,Ota,W0700110001,40,Day,0.131 ,g,0.2574 ,m2 g-1,34.9 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,635,2014,8,6,12,0,JST,2014.597032,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"40,186 ","1,291 ",Bq kg-1,134Cs,=,"13,629 ",908 ,Bq kg-1,river,Ota,W0700110001,161,Day,6.060 ,g,0.2138 ,m2 g-1,31.8 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,636,2014,9,9,12,0,JST,2014.688584,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"36,351 ",788 ,Bq kg-1,134Cs,=,"12,093 ",537 ,Bq kg-1,river,Ota,W0700110001,34,Day,8.076 ,g,0.2799 ,m2 g-1,25.0 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,637,2014,10,21,12,0,JST,2014.804795,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"39,118 ","1,044 ",Bq kg-1,134Cs,=,"11,522 ",716 ,Bq kg-1,river,Ota,W0700110001,42,Day,0.639 ,g,0.2698 ,m2 g-1,26.4 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,638,2014,12,4,12,0,JST,2014.924886,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"28,385 ",282 ,Bq kg-1,134Cs,=,"8,305 ",206 ,Bq kg-1,river,Ota,W0700110001,44,Day,0.088 ,g,0.1697 ,m2 g-1,33.0 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,639,2015,1,14,12,0,JST,2015.035616,N,1,37,36,12,37.60333333,E,1,140,57,18,140.955,1,25.5,m,Suspended Matter,137Cs,=,"37,451 ","1,099 ",Bq kg-1,134Cs,=,"10,630 ",743 ,Bq kg-1,river,Ota,W0700110001,41,Day,0.132 ,g,0.1464 ,m2 g-1,34.9 ,É m,23
10.34355/CRiED.U.Tsukuba.00020,640,2012,12,6,12,0,JST,2012.930365,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"15,631 ",750 ,Bq kg-1,134Cs,=,"8,676 ",684 ,Bq kg-1,river,Odaka,W0700120001,45,Day,1.923 ,g,0.3778 ,m2 g-1,22.2 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,641,2012,12,18,12,0,JST,2012.963242,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"7,852 ",320 ,Bq kg-1,134Cs,=,"4,062 ",302 ,Bq kg-1,river,Odaka,W0700120001,12,Day,0.058 ,g,0.3639 ,m2 g-1,17.6 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,642,2013,1,10,12,0,JST,2013.024658,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"13,502 ",362 ,Bq kg-1,134Cs,=,"7,902 ",350 ,Bq kg-1,river,Odaka,W0700120001,23,Day,0.236 ,g,0.3247 ,m2 g-1,19.8 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,643,2013,1,22,12,0,JST,2013.057534,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"13,759 ",273 ,Bq kg-1,134Cs,=,"6,987 ",253 ,Bq kg-1,river,Odaka,W0700120001,12,Day,0.209 ,g,0.4113 ,m2 g-1,15.9 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,644,2013,2,26,12,0,JST,2013.151826,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"8,623 ",270 ,Bq kg-1,134Cs,=,"4,503 ",243 ,Bq kg-1,river,Odaka,W0700120001,35,Day,0.560 ,g,0.3687 ,m2 g-1,22.6 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,645,2013,4,18,12,0,JST,2013.296575,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"14,887 ",430 ,Bq kg-1,134Cs,=,"7,323 ",350 ,Bq kg-1,river,Odaka,W0700120001,51,Day,1.758 ,g,0.4905 ,m2 g-1,24.2 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,646,2013,5,21,12,0,JST,2013.388128,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"4,012 ",58 ,Bq kg-1,134Cs,=,"1,988 ",56 ,Bq kg-1,river,Odaka,W0700120001,33,Day,0.208 ,g,0.2455 ,m2 g-1,31.8 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,647,2013,6,18,12,0,JST,2013.463242,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"14,332 ",487 ,Bq kg-1,134Cs,=,"6,290 ",382 ,Bq kg-1,river,Odaka,W0700120001,28,Day,4.959 ,g,0.2433 ,m2 g-1,26.8 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,648,2013,7,25,12,0,JST,2013.565753,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"11,869 ",86 ,Bq kg-1,134Cs,=,"5,252 ",66 ,Bq kg-1,river,Odaka,W0700120001,37,Day,5.968 ,g,0.2848 ,m2 g-1,21.1 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,649,2013,8,8,12,0,JST,2013.602511,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"19,385 ",392 ,Bq kg-1,134Cs,=,"8,286 ",322 ,Bq kg-1,river,Odaka,W0700120001,14,Day,0.917 ,g,0.3019 ,m2 g-1,23.5 ,É m,24
10.34355/CRiED.U.Tsukuba.00020,650,2013,8,22,12,0,JST,2013.640868,N,1,37,33,58,37.56611111,E,1,140,59,1,140.9836111,1,8.2,m,Suspended Matter,137Cs,=,"13,011 ",381 ,Bq kg-1,134Cs,=,"5,162 ",294 ,Bq kg-1,river,Odaka,W0700120001,14,Day,1.154 ,g,0.3546 ,m2 g-1,25.0 ,É m,24
